StudyInstanceUID,ImageUID
1.3.12.2.1107.5.1.7.112561.30000020061705413171300006283,1.3.12.2.1107.5.1.7.112561.30000020061810181369900001378
1.3.12.2.1107.5.1.7.112561.30000020061705413171300006283,1.3.12.2.1107.5.1.7.112561.30000020061810181369900001652
1.3.12.2.1107.5.1.7.112561.30000020061705413171300006283,1.3.12.2.1107.5.1.7.112561.30000020061810181369900001660
1.3.12.2.1107.5.1.7.112561.30000020061705413171300006283,1.3.12.2.1107.5.1.7.112561.30000020061810181369900001408
1.3.12.2.1107.5.1.7.112561.30000020061705413171300006283,1.3.12.2.1107.5.1.7.112561.30000020061810181369900001481
1.3.12.2.1107.5.1.7.112561.30000020061705413171300006283,1.3.12.2.1107.5.1.7.112561.30000020061810181369900001588
1.3.12.2.1107.5.1.7.112561.30000020061705413171300006283,1.3.12.2.1107.5.1.7.112561.30000020061810181369900001327
1.3.12.2.1107.5.1.7.112561.30000020061705413171300006283,1.3.12.2.1107.5.1.7.112561.30000020061810181369900001632
1.3.12.2.1107.5.1.7.112561.30000020061705413171300006283,1.3.12.2.1107.5.1.7.112561.30000020061810181369900001619
1.3.12.2.1107.5.1.7.112561.30000020061705413171300006283,1.3.12.2.1107.5.1.7.112561.30000020061810181369900001612
1.3.12.2.1107.5.1.7.112561.30000020061705413171300006283,1.3.12.2.1107.5.1.7.112561.30000020061810181369900001330
1.3.12.2.1107.5.1.7.112561.30000020061705413171300006283,1.3.12.2.1107.5.1.7.112561.30000020061810181369900001313
1.3.12.2.1107.5.1.7.112561.30000020061705413171300006283,1.3.12.2.1107.5.1.7.112561.30000020061810181369900001594
1.3.12.2.1107.5.1.7.112561.30000020061705413171300006283,1.3.12.2.1107.5.1.7.112561.30000020061810181369900001331
1.3.12.2.1107.5.1.7.112561.30000020061705413171300006283,1.3.12.2.1107.5.1.7.112561.30000020061810181369900001316
1.3.12.2.1107.5.1.7.112561.30000020061705413171300006283,1.3.12.2.1107.5.1.7.112561.30000020061810181369900001306
1.3.12.2.1107.5.1.7.112561.30000020061705413171300006283,1.3.12.2.1107.5.1.7.112561.30000020061810181369900001625
1.3.12.2.1107.5.1.7.112561.30000020061705413171300006283,1.3.12.2.1107.5.1.7.112561.30000020061810181369900001321
1.3.12.2.1107.5.1.7.112561.30000020061705413171300006283,1.3.12.2.1107.5.1.7.112561.30000020061810181369900001326
1.3.12.2.1107.5.1.7.112561.30000020061705413171300006283,1.3.12.2.1107.5.1.7.112561.30000020061810181369900001363
1.3.12.2.1107.5.1.7.112561.30000020061705413171300006283,1.3.12.2.1107.5.1.7.112561.30000020061810181369900001339
1.3.12.2.1107.5.1.7.112561.30000020061705413171300006283,1.3.12.2.1107.5.1.7.112561.30000020061810181369900001566
1.3.12.2.1107.5.1.7.112561.30000020061705413171300006283,1.3.12.2.1107.5.1.7.112561.30000020061810181369900001483
1.3.12.2.1107.5.1.7.112561.30000020061705413171300006283,1.3.12.2.1107.5.1.7.112561.30000020061810181369900001439
1.3.12.2.1107.5.1.7.112561.30000020061705413171300006283,1.3.12.2.1107.5.1.7.112561.30000020061810181369900001550
1.3.12.2.1107.5.1.7.112561.30000020061705413171300006283,1.3.12.2.1107.5.1.7.112561.30000020061810181369900001553
1.3.12.2.1107.5.1.7.112561.30000020061705413171300006283,1.3.12.2.1107.5.1.7.112561.30000020061810181369900001374
1.3.12.2.1107.5.1.7.112561.30000020061705413171300006283,1.3.12.2.1107.5.1.7.112561.30000020061810181369900001462
1.3.12.2.1107.5.1.7.112561.30000020061705413171300006283,1.3.12.2.1107.5.1.7.112561.30000020061810181369900001591
1.3.12.2.1107.5.1.7.112561.30000020061705413171300006283,1.3.12.2.1107.5.1.7.112561.30000020061810181369900001474
1.3.12.2.1107.5.1.7.112561.30000020061705413171300006283,1.3.12.2.1107.5.1.7.112561.30000020061810181369900001338
1.3.12.2.1107.5.1.7.112561.30000020061705413171300006283,1.3.12.2.1107.5.1.7.112561.30000020061810181369900001658
1.3.12.2.1107.5.1.7.112561.30000020061705413171300006283,1.3.12.2.1107.5.1.7.112561.30000020061810181369900001359
1.3.12.2.1107.5.1.7.112561.30000020061705413171300006283,1.3.12.2.1107.5.1.7.112561.30000020061810181369900001470
1.3.12.2.1107.5.1.7.112561.30000020061705413171300006283,1.3.12.2.1107.5.1.7.112561.30000020061810181369900001659
1.3.12.2.1107.5.1.7.112561.30000020061705413171300006283,1.3.12.2.1107.5.1.7.112561.30000020061810181369900001531
1.3.12.2.1107.5.1.7.112561.30000020061705413171300006283,1.3.12.2.1107.5.1.7.112561.30000020061810181369900001427
1.3.12.2.1107.5.1.7.112561.30000020061705413171300006283,1.3.12.2.1107.5.1.7.112561.30000020061810181369900001672
1.3.12.2.1107.5.1.7.112561.30000020061705413171300006283,1.3.12.2.1107.5.1.7.112561.30000020061810181369900001446
1.3.12.2.1107.5.1.7.112561.30000020061705413171300006283,1.3.12.2.1107.5.1.7.112561.30000020061810181369900001319
1.3.12.2.1107.5.1.7.112561.30000020061705413171300006283,1.3.12.2.1107.5.1.7.112561.30000020061810181369900001630
1.3.12.2.1107.5.1.7.112561.30000020061705413171300006283,1.3.12.2.1107.5.1.7.112561.30000020061810181369900001654
1.3.12.2.1107.5.1.7.112561.30000020061705413171300006283,1.3.12.2.1107.5.1.7.112561.30000020061810181369900001496
1.3.12.2.1107.5.1.7.112561.30000020061705413171300006283,1.3.12.2.1107.5.1.7.112561.30000020061810181369900001305
1.3.12.2.1107.5.1.7.112561.30000020061705413171300006283,1.3.12.2.1107.5.1.7.112561.30000020061810181369900001518
1.3.12.2.1107.5.1.7.112561.30000020061705413171300006283,1.3.12.2.1107.5.1.7.112561.30000020061810181369900001571
1.3.12.2.1107.5.1.7.112561.30000020061705413171300006283,1.3.12.2.1107.5.1.7.112561.30000020061810181369900001334
1.3.12.2.1107.5.1.7.112561.30000020061705413171300006283,1.3.12.2.1107.5.1.7.112561.30000020061810181369900001392
1.3.12.2.1107.5.1.7.112561.30000020061705413171300006283,1.3.12.2.1107.5.1.7.112561.30000020061810181369900001524
1.3.12.2.1107.5.1.7.112561.30000020061705413171300006283,1.3.12.2.1107.5.1.7.112561.30000020061810181369900001352
1.3.12.2.1107.5.1.7.112561.30000020061705413171300006283,1.3.12.2.1107.5.1.7.112561.30000020061810181369900001570
1.3.12.2.1107.5.1.7.112561.30000020061705413171300006283,1.3.12.2.1107.5.1.7.112561.30000020061810181369900001513
1.3.12.2.1107.5.1.7.112561.30000020061705413171300006283,1.3.12.2.1107.5.1.7.112561.30000020061810181369900001434
1.3.12.2.1107.5.1.7.112561.30000020061705413171300006283,1.3.12.2.1107.5.1.7.112561.30000020061810181369900001346
1.3.12.2.1107.5.1.7.112561.30000020061705413171300006283,1.3.12.2.1107.5.1.7.112561.30000020061810181369900001425
1.3.12.2.1107.5.1.7.112561.30000020061705413171300006283,1.3.12.2.1107.5.1.7.112561.30000020061810181369900001545
1.3.12.2.1107.5.1.7.112561.30000020061705413171300006283,1.3.12.2.1107.5.1.7.112561.30000020061810181369900001650
1.3.12.2.1107.5.1.7.112561.30000020061705413171300006283,1.3.12.2.1107.5.1.7.112561.30000020061810181369900001493
1.3.12.2.1107.5.1.7.112561.30000020061705413171300006283,1.3.12.2.1107.5.1.7.112561.30000020061810181369900001367
1.3.12.2.1107.5.1.7.112561.30000020061705413171300006283,1.3.12.2.1107.5.1.7.112561.30000020061810181369900001508
1.3.12.2.1107.5.1.7.112561.30000020061705413171300006283,1.3.12.2.1107.5.1.7.112561.30000020061810181369900001292
1.3.12.2.1107.5.1.7.112561.30000020061705413171300006283,1.3.12.2.1107.5.1.7.112561.30000020061810181369900001300
1.3.12.2.1107.5.1.7.112561.30000020061705413171300006283,1.3.12.2.1107.5.1.7.112561.30000020061810181369900001615
1.3.12.2.1107.5.1.7.112561.30000020061705413171300006283,1.3.12.2.1107.5.1.7.112561.30000020061810181369900001525
1.3.12.2.1107.5.1.7.112561.30000020061705413171300006283,1.3.12.2.1107.5.1.7.112561.30000020061810181369900001653
1.3.12.2.1107.5.1.7.112561.30000020061705413171300006283,1.3.12.2.1107.5.1.7.112561.30000020061810181369900001332
1.3.12.2.1107.5.1.7.112561.30000020061705413171300006283,1.3.12.2.1107.5.1.7.112561.30000020061810181369900001377
1.3.12.2.1107.5.1.7.112561.30000020061705413171300006283,1.3.12.2.1107.5.1.7.112561.30000020061810181369900001426
1.3.12.2.1107.5.1.7.112561.30000020061705413171300006283,1.3.12.2.1107.5.1.7.112561.30000020061810181369900001472
1.3.12.2.1107.5.1.7.112561.30000020061705413171300006283,1.3.12.2.1107.5.1.7.112561.30000020061810181369900001664
1.3.12.2.1107.5.1.7.112561.30000020061705413171300006283,1.3.12.2.1107.5.1.7.112561.30000020061810181369900001461
1.3.12.2.1107.5.1.7.112561.30000020061705413171300006283,1.3.12.2.1107.5.1.7.112561.30000020061810181369900001347
1.3.12.2.1107.5.1.7.112561.30000020061705413171300006283,1.3.12.2.1107.5.1.7.112561.30000020061810181369900001540
1.3.12.2.1107.5.1.7.112561.30000020061705413171300006283,1.3.12.2.1107.5.1.7.112561.30000020061810181369900001631
1.3.12.2.1107.5.1.7.112561.30000020061705413171300006283,1.3.12.2.1107.5.1.7.112561.30000020061810181369900001432
1.3.12.2.1107.5.1.7.112561.30000020061705413171300006283,1.3.12.2.1107.5.1.7.112561.30000020061810181369900001301
1.3.12.2.1107.5.1.7.112561.30000020061705413171300006283,1.3.12.2.1107.5.1.7.112561.30000020061810181369900001649
1.3.12.2.1107.5.1.7.112561.30000020061705413171300006283,1.3.12.2.1107.5.1.7.112561.30000020061810181369900001512
1.3.12.2.1107.5.1.7.112561.30000020061705413171300006283,1.3.12.2.1107.5.1.7.112561.30000020061810181369900001611
1.3.12.2.1107.5.1.7.112561.30000020061705413171300006283,1.3.12.2.1107.5.1.7.112561.30000020061810181369900001348
1.3.12.2.1107.5.1.7.112561.30000020061705413171300006283,1.3.12.2.1107.5.1.7.112561.30000020061810181369900001542
1.3.12.2.1107.5.1.7.112561.30000020061705413171300006283,1.3.12.2.1107.5.1.7.112561.30000020061810181369900001526
1.3.12.2.1107.5.1.7.112561.30000020061705413171300006283,1.3.12.2.1107.5.1.7.112561.30000020061810181369900001380
1.3.12.2.1107.5.1.7.112561.30000020061705413171300006283,1.3.12.2.1107.5.1.7.112561.30000020061810181369900001442
1.3.12.2.1107.5.1.7.112561.30000020061705413171300006283,1.3.12.2.1107.5.1.7.112561.30000020061810181369900001529
1.3.12.2.1107.5.1.7.112561.30000020061705413171300006283,1.3.12.2.1107.5.1.7.112561.30000020061810181369900001605
1.3.12.2.1107.5.1.7.112561.30000020061705413171300006283,1.3.12.2.1107.5.1.7.112561.30000020061810181369900001419
1.3.12.2.1107.5.1.7.112561.30000020061705413171300006283,1.3.12.2.1107.5.1.7.112561.30000020061810181369900001558
1.3.12.2.1107.5.1.7.112561.30000020061705413171300006283,1.3.12.2.1107.5.1.7.112561.30000020061810181369900001533
1.3.12.2.1107.5.1.7.112561.30000020061705413171300006283,1.3.12.2.1107.5.1.7.112561.30000020061810181369900001370
1.3.12.2.1107.5.1.7.112561.30000020061705413171300006283,1.3.12.2.1107.5.1.7.112561.30000020061810181369900001455
1.3.12.2.1107.5.1.7.112561.30000020061705413171300006283,1.3.12.2.1107.5.1.7.112561.30000020061810181369900001491
1.3.12.2.1107.5.1.7.112561.30000020061705413171300006283,1.3.12.2.1107.5.1.7.112561.30000020061810181369900001357
1.3.12.2.1107.5.1.7.112561.30000020061705413171300006283,1.3.12.2.1107.5.1.7.112561.30000020061810181369900001289
1.3.12.2.1107.5.1.7.112561.30000020061705413171300006283,1.3.12.2.1107.5.1.7.112561.30000020061810181369900001482
1.3.12.2.1107.5.1.7.112561.30000020061705413171300006283,1.3.12.2.1107.5.1.7.112561.30000020061810181369900001500
1.3.12.2.1107.5.1.7.112561.30000020061705413171300006283,1.3.12.2.1107.5.1.7.112561.30000020061810181369900001504
1.3.12.2.1107.5.1.7.112561.30000020061705413171300006283,1.3.12.2.1107.5.1.7.112561.30000020061810181369900001577
1.3.12.2.1107.5.1.7.112561.30000020061705413171300006283,1.3.12.2.1107.5.1.7.112561.30000020061810181369900001576
1.3.12.2.1107.5.1.7.112561.30000020061705413171300006283,1.3.12.2.1107.5.1.7.112561.30000020061810181369900001637
1.3.12.2.1107.5.1.7.112561.30000020061705413171300006283,1.3.12.2.1107.5.1.7.112561.30000020061810181369900001350
1.3.12.2.1107.5.1.7.112561.30000020061705413171300006283,1.3.12.2.1107.5.1.7.112561.30000020061810181369900001393
1.3.12.2.1107.5.1.7.112561.30000020061705413171300006283,1.3.12.2.1107.5.1.7.112561.30000020061810181369900001287
1.3.12.2.1107.5.1.7.112561.30000020061705413171300006283,1.3.12.2.1107.5.1.7.112561.30000020061810181369900001285
1.3.12.2.1107.5.1.7.112561.30000020061705413171300006283,1.3.12.2.1107.5.1.7.112561.30000020061810181369900001541
1.3.12.2.1107.5.1.7.112561.30000020061705413171300006283,1.3.12.2.1107.5.1.7.112561.30000020061810181369900001633
1.3.12.2.1107.5.1.7.112561.30000020061705413171300006283,1.3.12.2.1107.5.1.7.112561.30000020061810181369900001445
1.3.12.2.1107.5.1.7.112561.30000020061705413171300006283,1.3.12.2.1107.5.1.7.112561.30000020061810181369900001436
1.3.12.2.1107.5.1.7.112561.30000020061705413171300006283,1.3.12.2.1107.5.1.7.112561.30000020061810181369900001609
1.3.12.2.1107.5.1.7.112561.30000020061705413171300006283,1.3.12.2.1107.5.1.7.112561.30000020061810181369900001296
1.3.12.2.1107.5.1.7.112561.30000020061705413171300006283,1.3.12.2.1107.5.1.7.112561.30000020061810181369900001572
1.3.12.2.1107.5.1.7.112561.30000020061705413171300006283,1.3.12.2.1107.5.1.7.112561.30000020061810181369900001552
1.3.12.2.1107.5.1.7.112561.30000020061705413171300006283,1.3.12.2.1107.5.1.7.112561.30000020061810181369900001590
1.3.12.2.1107.5.1.7.112561.30000020061705413171300006283,1.3.12.2.1107.5.1.7.112561.30000020061810181369900001569
1.3.12.2.1107.5.1.7.112561.30000020061705413171300006283,1.3.12.2.1107.5.1.7.112561.30000020061810181369900001574
1.3.12.2.1107.5.1.7.112561.30000020061705413171300006283,1.3.12.2.1107.5.1.7.112561.30000020061810181369900001303
1.3.12.2.1107.5.1.7.112561.30000020061705413171300006283,1.3.12.2.1107.5.1.7.112561.30000020061810181369900001646
1.3.12.2.1107.5.1.7.112561.30000020061705413171300006283,1.3.12.2.1107.5.1.7.112561.30000020061810181369900001451
1.3.12.2.1107.5.1.7.112561.30000020061705413171300006283,1.3.12.2.1107.5.1.7.112561.30000020061810181369900001431
1.3.12.2.1107.5.1.7.112561.30000020061705413171300006283,1.3.12.2.1107.5.1.7.112561.30000020061810181369900001629
1.3.12.2.1107.5.1.7.112561.30000020061705413171300006283,1.3.12.2.1107.5.1.7.112561.30000020061810181369900001441
1.3.12.2.1107.5.1.7.112561.30000020061705413171300006283,1.3.12.2.1107.5.1.7.112561.30000020061810181369900001596
1.3.12.2.1107.5.1.7.112561.30000020061705413171300006283,1.3.12.2.1107.5.1.7.112561.30000020061810181369900001492
1.3.12.2.1107.5.1.7.112561.30000020061705413171300006283,1.3.12.2.1107.5.1.7.112561.30000020061810181369900001626
1.3.12.2.1107.5.1.7.112561.30000020061705413171300006283,1.3.12.2.1107.5.1.7.112561.30000020061810181369900001473
1.3.12.2.1107.5.1.7.112561.30000020061705413171300006283,1.3.12.2.1107.5.1.7.112561.30000020061810181369900001484
1.3.12.2.1107.5.1.7.112561.30000020061705413171300006283,1.3.12.2.1107.5.1.7.112561.30000020061810181369900001535
1.3.12.2.1107.5.1.7.112561.30000020061705413171300006283,1.3.12.2.1107.5.1.7.112561.30000020061810181369900001337
1.3.12.2.1107.5.1.7.112561.30000020061705413171300006283,1.3.12.2.1107.5.1.7.112561.30000020061810181369900001328
1.3.12.2.1107.5.1.7.112561.30000020061705413171300006283,1.3.12.2.1107.5.1.7.112561.30000020061810181369900001554
1.3.12.2.1107.5.1.7.112561.30000020061705413171300006283,1.3.12.2.1107.5.1.7.112561.30000020061810181369900001318
1.3.12.2.1107.5.1.7.112561.30000020061705413171300006283,1.3.12.2.1107.5.1.7.112561.30000020061810181369900001561
1.3.12.2.1107.5.1.7.112561.30000020061705413171300006283,1.3.12.2.1107.5.1.7.112561.30000020061810181369900001310
1.3.12.2.1107.5.1.7.112561.30000020061705413171300006283,1.3.12.2.1107.5.1.7.112561.30000020061810181369900001390
1.3.12.2.1107.5.1.7.112561.30000020061705413171300006283,1.3.12.2.1107.5.1.7.112561.30000020061810181369900001317
1.3.12.2.1107.5.1.7.112561.30000020061705413171300006283,1.3.12.2.1107.5.1.7.112561.30000020061810181369900001448
1.3.12.2.1107.5.1.7.112561.30000020061705413171300006283,1.3.12.2.1107.5.1.7.112561.30000020061810181369900001275
1.3.12.2.1107.5.1.7.112561.30000020061705413171300006283,1.3.12.2.1107.5.1.7.112561.30000020061810181369900001415
1.3.12.2.1107.5.1.7.112561.30000020061705413171300006283,1.3.12.2.1107.5.1.7.112561.30000020061810181369900001556
1.3.12.2.1107.5.1.7.112561.30000020061705413171300006283,1.3.12.2.1107.5.1.7.112561.30000020061810181369900001312
1.3.12.2.1107.5.1.7.112561.30000020061705413171300006283,1.3.12.2.1107.5.1.7.112561.30000020061810181369900001336
1.3.12.2.1107.5.1.7.112561.30000020061705413171300006283,1.3.12.2.1107.5.1.7.112561.30000020061810181369900001315
1.3.12.2.1107.5.1.7.112561.30000020061705413171300006283,1.3.12.2.1107.5.1.7.112561.30000020061810181369900001322
1.3.12.2.1107.5.1.7.112561.30000020061705413171300006283,1.3.12.2.1107.5.1.7.112561.30000020061810181369900001507
1.3.12.2.1107.5.1.7.112561.30000020061705413171300006283,1.3.12.2.1107.5.1.7.112561.30000020061810181369900001354
1.3.12.2.1107.5.1.7.112561.30000020061705413171300006283,1.3.12.2.1107.5.1.7.112561.30000020061810181369900001549
1.3.12.2.1107.5.1.7.112561.30000020061705413171300006283,1.3.12.2.1107.5.1.7.112561.30000020061810181369900001583
1.3.12.2.1107.5.1.7.112561.30000020061705413171300006283,1.3.12.2.1107.5.1.7.112561.30000020061810181369900001457
1.3.12.2.1107.5.1.7.112561.30000020061705413171300006283,1.3.12.2.1107.5.1.7.112561.30000020061810181369900001486
1.3.12.2.1107.5.1.7.112561.30000020061705413171300006283,1.3.12.2.1107.5.1.7.112561.30000020061810181369900001372
1.3.12.2.1107.5.1.7.112561.30000020061705413171300006283,1.3.12.2.1107.5.1.7.112561.30000020061810181369900001420
1.3.12.2.1107.5.1.7.112561.30000020061705413171300006283,1.3.12.2.1107.5.1.7.112561.30000020061810181369900001505
1.3.12.2.1107.5.1.7.112561.30000020061705413171300006283,1.3.12.2.1107.5.1.7.112561.30000020061810181369900001614
1.3.12.2.1107.5.1.7.112561.30000020061705413171300006283,1.3.12.2.1107.5.1.7.112561.30000020061810181369900001274
1.3.12.2.1107.5.1.7.112561.30000020061705413171300006283,1.3.12.2.1107.5.1.7.112561.30000020061810181369900001282
1.3.12.2.1107.5.1.7.112561.30000020061705413171300006283,1.3.12.2.1107.5.1.7.112561.30000020061810181369900001488
1.3.12.2.1107.5.1.7.112561.30000020061705413171300006283,1.3.12.2.1107.5.1.7.112561.30000020061810181369900001582
1.3.12.2.1107.5.1.7.112561.30000020061705413171300006283,1.3.12.2.1107.5.1.7.112561.30000020061810181369900001579
1.3.12.2.1107.5.1.7.112561.30000020061705413171300006283,1.3.12.2.1107.5.1.7.112561.30000020061810181369900001307
1.3.12.2.1107.5.1.7.112561.30000020061705413171300006283,1.3.12.2.1107.5.1.7.112561.30000020061810181369900001379
1.3.12.2.1107.5.1.7.112561.30000020061705413171300006283,1.3.12.2.1107.5.1.7.112561.30000020061810181369900001438
1.3.12.2.1107.5.1.7.112561.30000020061705413171300006283,1.3.12.2.1107.5.1.7.112561.30000020061810181369900001368
1.3.12.2.1107.5.1.7.112561.30000020061705413171300006283,1.3.12.2.1107.5.1.7.112561.30000020061810181369900001452
1.3.12.2.1107.5.1.7.112561.30000020061705413171300006283,1.3.12.2.1107.5.1.7.112561.30000020061810181369900001459
1.3.12.2.1107.5.1.7.112561.30000020061705413171300006283,1.3.12.2.1107.5.1.7.112561.30000020061810181369900001421
1.3.12.2.1107.5.1.7.112561.30000020061705413171300006283,1.3.12.2.1107.5.1.7.112561.30000020061810181369900001601
1.3.12.2.1107.5.1.7.112561.30000020061705413171300006283,1.3.12.2.1107.5.1.7.112561.30000020061810181369900001465
1.3.12.2.1107.5.1.7.112561.30000020061705413171300006283,1.3.12.2.1107.5.1.7.112561.30000020061810181369900001670
1.3.12.2.1107.5.1.7.112561.30000020061705413171300006283,1.3.12.2.1107.5.1.7.112561.30000020061810181369900001290
1.3.12.2.1107.5.1.7.112561.30000020061705413171300006283,1.3.12.2.1107.5.1.7.112561.30000020061810181369900001606
